label,posX,posY
4904,965.3288869453502,-254.68118853916857
1084,398.4742778448964,404.2220954340736
7942,486.81818397476354,145.2680894323263
384,-8.207129013858605,525.3222213651825
7608,-137.2134201463072,31.62147974587013
3586,-13560.771977528695,-18108.688801137592
6400,-2395.7082102958966,-1390.9455259884078
3702,1028.1145308158857,346.59085830911397
5354,-104.25054386736551,-12.431215529144087
7020,780.9328615379532,615.7555924607323
1894,358.4003301495887,475.6842925802228
4926,825.1884721566496,1379.800706477518
5384,-853.5674035994073,-727.4890377610969
7136,-135.46693945489102,-103.1225816243717
140,-3843.6959769789705,671.2260641564006
7688,3.884775952887665,-1009.2952101360852
204,-8622.897558254392,7272.7202221091175
956,1760.1657908572952,4379.063667241803
5928,5904.401540847504,759.4063731398419
4992,-625.3599038891532,111.57095997624398
3706,277.0707248758176,700.7196870926083
2334,247.49406215986835,703.6786528371882
6028,155.29266344172683,543.6985304478824
4260,958.8703992571849,628.8036134057578
5638,-1560.4895647843805,-3378.839704962923
2506,-4476.974209134049,-5073.818210230503
4224,978.9580325521138,1061.2686326168773
450,678.6256993778602,798.5736647343988
160,860.1923922512509,1009.1559733828874
6778,1054.410017402895,254.2854436167407
7456,865.7333537409593,623.5674658372245
1780,-77.18151591246486,1757.4832311183673
1596,5035.65351817732,-3987.111363140259
5136,1002.6264201197189,310.4559519665545
2346,-112.13168255641605,647.7840134234261
4582,-848.1552689111811,-561.0764896624931
3932,1376.2509799598881,-68.42581218210947
2904,-604.837326394708,630.7385769846959
6840,-59.01854137194523,560.0771249410199
1500,2437.9178163862384,728.8533065628737
548,391.5584265101205,836.1774679866098
1732,433.500372387121,-1894.0351203384664
1550,1644.4198443274913,6149.586537253726
6006,2905.894400999304,9916.686923798583
6648,524.256373066072,759.2581130650276
528,589.3535949104642,900.0846124226421
2938,694.145075842222,435.2921125869834
1716,56.136757219664474,1155.6329585887806
2912,-37.21141350698491,4137.395668768662
1310,-4050.6748656495292,6342.3398220891495
7034,962.2118095736134,352.2244054363419
2718,996.778881725341,95.4917361777897
2192,985.7713453260341,187.52781832121403
1202,4835.344967050771,-4475.223950204743
196,320.97294229303503,306.3444628947426
2706,-1644.1252616301688,2515.1890107488516
3118,969.5719519094013,897.7961835999704
7134,-64.39864518678858,525.7929321608527
7098,447.2727612384654,978.0559608318433
5090,-475.2901243023693,202.2627787460047
8238,731.1749921067931,846.2792141881312
3568,-12241.33129296248,-22304.94382028594
5506,-1226.2022765136915,4781.0310083985505
1144,-154.06089725596863,-855.4687040529775
1670,2292.841352013679,2618.4042359682294
4228,1004.3885625577437,-49.25955216632159
7856,1011.8994486016861,922.5346579842183
3296,399.10790015454313,-121.68732004422756
4304,785.9593337194225,417.6250161982345
5204,-2847.510562505737,243.2883643851803
5648,114.99179472147334,825.778127031889
7168,-1106.6689519258828,273.343596530373
4424,-2173.928311097093,2079.8990579529304
2180,395.36966836116943,53.13611295425764
266,483.91762246958916,-704.4587577025491
1344,259.39941812954714,457.1842824372106
5746,682.4003621098124,272.62413392318786
2618,-5409.10487124825,8801.633425418444
4106,939.565736759942,973.7237369438378
4126,419.80527057152335,740.8001158990915
2974,2583.084869839484,1025.9170259451907
988,11027.201594853077,369.5510139240099
7284,89.16843055410968,710.9544714540398
3270,293.2174933493905,529.4774837903815
8052,202.2364252984706,89.20801431136084
3918,-46.05041912474852,975.4357662167423
4128,957.4603836402215,1339.17505749025
3722,699.4165131782945,506.4531210594995
2790,-2156.122944864613,22730.90485431369
1468,1900.0660975095689,400.34951030448826
1678,-421.2818667634016,2281.936378938436
836,-3040.1592189240173,-1239.8521474679812
3490,759.4595740765996,1368.0016343237949
1800,-773.8840858265386,-738.8680474928242
2744,4664.0522269030835,-190.71896225015163
1656,17.282597907798156,972.754098490473
5522,485.74236370222195,149.68187821181058
7572,850.7444832967159,545.1530466152458
6472,-8.169454205705666,263.0985176177246
7632,1502.6134032750729,14673.18734374738
436,66.47954912994051,795.2730069802753
3700,1160.8945358277433,740.9202718339499
2366,-377.47239914216675,1257.7692360654414
1906,969.0996268605259,329.680911049752
7476,-93.24086146799198,263.79069908169254
5688,678.5087410856563,431.52091602351885
5920,-313.37049822013734,444.3831415614361
7624,2820.8657056220004,1293.354034817403
2070,434.4663192309073,44.80497433332657
3128,1006.2471502954038,832.6152578545677
7446,973.4006467290208,790.4597615185609
1044,1178.5802938133625,-1254.9865286065226
1674,1548.2326700974509,177.13304283382712
6676,-206.6717345374903,264.584775781832
734,1061.7399138842013,425.42293074358537
2398,26600.01038777568,32875.82902701988
4688,-287.73279571472636,4109.2655595614215
4,157.9704107432305,382.13636576809336
8048,462.51211234692164,946.8656948151328
7570,432.044196219638,-29.801159379023872
3488,1806.9229513649252,1232.6731604573197
6112,983.9239706205846,942.1250125037286
5158,1000.5169915383211,493.52159811912037
7032,669.065441320337,347.80873887487684
5708,160.3818254625389,1305.153776533133
1300,760.2732460912521,516.2601906162528
1042,-858.6102766011617,-1641.542793623506
2976,252.90755255957566,195.48946176597752
6726,776.0485546211399,1868.079248431005
152,7084.298913749135,3713.0853853193435
4498,159.08473753700403,75.99859250690261
3140,7058.558038894406,-3019.1054853003297
7146,-308.11762221633956,138.02214246275372
3304,1639.9736636446955,1882.6119719009641
406,3488.806588027828,4412.873428377875
888,32.126530846174546,418.9968680842663
874,-52.92010210279265,266.33235151855655
3298,891.5971269614097,581.3804282532767
162,1070.181934243717,816.6464449664725
5184,-202.11771509945837,-3678.870052970135
4016,469.18120435473907,832.4369629725148
2724,-389.79964499423096,3057.94797561452
2200,1170.2163822327586,-243.68771712834777
3164,499.8563848169253,686.1765610380614
4672,491.4970295412971,590.3340928354312
8172,789.5378068794146,728.3174158482288
120,1128.5517989974783,68.07656816810481
6478,432.425851451979,760.9236298781278
2352,673.085444326655,666.5793872467355
5908,153.4491138976283,757.9417901213606
2332,-3279.615482368576,1260.073708603018
3602,752.6168132117473,922.9006206343231
1710,570.7141135839913,839.6367627252396
1688,10994.042594533663,-9164.465593944731
6592,1170.0149355185658,697.9939961788058
5028,2920.928576202535,-1636.2442464166343
6850,838.6107794653599,1705.6656172108017
5016,1392.735371490823,-276.90907381645013
1228,218.05216472568435,1166.722528594928
306,-1835.8873682003114,-11197.97477111178
282,11384.77817018449,151.94596518233416
1132,4598.133887874259,-308.03543918612536
4954,119.05705863000799,-203.30310379241797
3202,-846.7160122167335,-275.22358597639334
7770,-135.77632087565712,666.9710949420248
52,868.5364366806683,596.2324801570275
5534,-1360.333864318312,2258.3631189991006
3374,-350.7237244488681,299.93983125908375
5186,908.2939030984223,601.9230288728354
1608,35261.00270530916,22961.739048517215
7376,1024.1011233508639,-227.26577428120436
2518,715.8489310974803,20.23648655134545
2132,666.2657781465684,815.4670673644118
6602,998.6857854304741,821.07753487175
720,254.6548517501503,452.5273615952844
4092,232.79384795027968,142.5368905451743
5112,762.7525254171018,-92.1772407354816
770,41.797058383152006,698.0479694599447
2824,313.177483417096,952.0217062304946
6096,610.8820778323641,-96.00407517129759
7236,-393.5067295693581,-743.7414693295281
362,-500.53436341065157,987.5087162350198
862,477.6656672636912,298.58942901569003
1066,674.3967419804587,857.8000618686659
2972,23030.480305891535,8944.768270364646
6066,155.80522365615565,1129.0228280546874
6980,3877.132987928238,3199.032783311381
6948,2300.652176671801,2361.296666876283
5216,1133.0312741002028,908.9940600016976
7246,1018.6494037668404,-16.468470844836723
7012,-998.3374494079676,-456.71042397408354
5064,1232.8796663570133,-1206.1214091004056
1290,387.92978131171344,-276.76534554556764
5428,-149.85442469190806,-261.4321259995257
3380,2844.64154385145,-1552.879898849553
966,1524.092596750273,-780.8265545861565
694,-30.586498469963367,1316.7652298798762
4568,912.547796028477,167.86857394939398
280,-821.9464998450859,-2372.8682738576317
5176,-7284.88010090938,5881.146374403763
4328,143.154674439404,575.370007006782
922,9950.843019503925,-10808.979069478679
4602,141.51009656186378,38.13281297251903
4480,2427.3295858300276,-525.5568033550173
7392,553.4722631220924,-152.76887133511943
4986,520.5804431396114,2148.936254672618
446,421.25745188797936,602.4864441274675
5260,-468.7647763255891,-169.0377654625463
7670,880.2847681218847,570.3770193803464
6116,-28.775477950107067,158.03392012916825
8060,290.23809703791795,667.1248685918358
5952,2145.8352654185987,-1509.467015531644
5148,-226.19405724330662,1964.457922178148
1730,-1613.2791256291248,650.3888171640771
2930,534.465650521334,56.77783889620467
3624,12.885508614655393,5005.675834129505
7792,-561.709385847939,254.69430870915352
3930,72.91136446964481,1174.5067735951307
4830,855.5517793834246,795.5798808074368
7806,222.7029067324547,448.35508882448704
3946,434.6398220037971,3952.5258559384274
7374,254.43253475326824,965.6285215494596
7014,43.749287844953514,849.6928152040914
348,542.5443812049398,-1396.0754532961948
5620,2518.9852553717315,3877.238011012237
3220,442.23637476008685,452.8205481130443
2054,929.7720045227763,732.3301278668878
3274,-2946.343984138275,207.8029401764258
2412,474.5226587642398,1070.0240471959562
6094,3573.825121089271,-3515.119964986067
6552,3159.232244884227,2709.37284712145
6532,62.41251603470437,1330.7702159649803
2030,807.0750258924046,146.972933331263
7238,-2849.025824066638,-2871.874671548579
1268,708.0476982586143,-83.97942942515456
4810,183.86353960361564,597.4037901185202
1418,-1057.658758914241,-1319.7188491479017
7254,1693.104538653853,657.412044932452
8112,826.6714604360926,268.8299288876218
288,571.1706378829053,55.27510115056749
3810,200.01591799037504,755.1210663455674
2452,3509.3049752239594,-3219.6977434911987
7142,189.73421198355365,954.4506206442745
3416,640.134580352232,367.1808872533909
5874,761.3023571228026,803.5720146519636
2948,-174.8077819092946,1307.9973392030192
6724,-365.337964622357,-69.02437793013686
4414,683.8585438705898,45.3051861622721
6470,103.16581763488497,622.2833014034618
3230,109.99115495488739,-87.45625078545224
4494,593.0032538886087,-77.28692284115664
2906,1052.503781248865,1334.6810695736085
332,3664.8597945599213,4446.0441973163015
