5457	1799
5457	2276
5457	2277
5457	2490
5457	2774
5457	3089
5457	3191
5457	3498
5457	4041
5457	4310
5457	4795
5457	4875
5457	5262
5457	5263
5457	5301
5457	5487
5457	5564
5457	5620
5457	5624
5457	5637
5457	5638
5457	5683
5457	5697
5457	5757
5457	5760
5457	5780
5457	5792
5457	5828
5457	5891
5457	5969
5457	5972
5457	5973
5457	6021
5457	6078
5457	6080
5457	6096
5457	6098
5457	6149
5457	6251
5457	6261
5457	6302
5457	6388
5457	6435
5457	8295
5460	5463
5461	5463
5466	5387
5466	6634
5468	1548
5468	1799
5468	3456
5468	4191
5468	5484
5468	5506
5468	5509
5468	5511
5468	5513
5468	5514
5472	1473
5472	3752
5472	3962
5472	4574
5472	4846
5472	5022
5472	5028
5472	5155
5472	5452
5472	5863
5472	6123
5472	6458
5472	7073
5472	7510
5472	7809
5472	7961
5473	5155
5474	2831
5474	3554
5474	4041
5474	4191
5474	4600
5474	4653
5474	5484
5474	5539
5475	608
5475	6414
5476	608
5477	4929
5478	737
5478	3456
5478	4600
5478	4929
5478	4964
5478	5509
5478	5568
5478	5650
5478	5886
5480	4929
5480	4964
5480	5484
5479	15
5479	2490
5479	2535
5479	3238
5479	4037
5479	4276
5479	4574
5479	4884
5479	4929
5479	5148
5479	5182
5479	5233
5479	5454
5479	5529
5479	5543
5479	5582
5479	5683
5479	5693
5479	5773
5479	5863
5479	5886
5479	6560
5479	6832
5479	6948
5479	7620
5479	7632
5479	7809
5479	8134
5482	737
5482	840
5482	2831
5482	4600
5482	4653
5482	5189
5482	5445
5482	5828
5482	5850
5482	6229
5482	6790
5482	8212
5483	4600
5484	15
5484	737
5484	3089
5484	3459
5484	3586
5484	3755
5484	4041
5484	4099
5484	4310
5484	4600
5484	4653
5484	4781
5484	4980
5484	5020
5484	5178
5484	5459
5484	5563
5484	5780
5484	6044
5484	6124
5484	6790
5484	7092
5485	1159
5485	1473
5485	1548
5485	3238
5485	4037
5485	4099
5485	4310
5485	4600
5485	5022
5485	5176
5485	5178
5485	5484
5485	5539
5485	5673
5485	5886
5485	6044
5485	6784
5485	6914
5485	7092
5485	7386
5485	8296
5486	4600
5487	15
5487	1026
5487	2001
5487	2535
5487	2764
5487	2831
5487	3393
5487	3873
5487	4071
5487	4335
5487	4435
5487	4600
5487	4666
5487	4846
5487	4981
5487	5079
5487	5262
5487	5445
5487	5500
5487	5545
5487	5569
5487	5570
5487	5683
5487	5994
5487	6161
5487	6166
5487	6246
5487	6914
5487	7839
5487	7924
5488	4600
5489	1473
5489	4071
5489	4600
5489	5780
5489	5812
5489	6833
5489	6869
5489	7092
5489	7115
5489	7553
5489	7890
5489	8051
5490	4600
5491	4600
5494	4977
5495	2001
5495	4191
5495	4977
5495	5737
5496	4977
5462	737
5462	1548
5462	1733
5462	2398
5462	2552
5462	2831
5462	3456
5462	4631
5462	4977
5462	5484
5462	5511
5462	5513
5462	5545
5462	5559
5462	5563
5462	5592
5462	5620
5462	5780
5462	8296
5497	4977
5499	2398
5499	4666
5499	5452
5501	1548
5501	5452
5501	7478
5500	5452
5504	5301
5504	5506
5505	5506
5507	5509
5508	5509
5511	4335
5511	5693
5511	8198
5510	5511
5512	3456
5512	5511
5515	72
5515	737
5515	2398
5515	4098
5515	4191
5515	4666
5515	5650
5516	4191
5516	5285
5517	4191
5518	4191
5519	4191
5520	3643
5520	4191
5521	737
5521	3456
5521	4191
5522	4191
5523	4191
5524	155
5524	840
5524	896
5524	967
5524	1026
5524	1191
5524	1403
5524	1498
5524	1549
5524	1972
5524	1982
5524	2160
5524	2273
5524	2433
5524	2440
5524	2565
5524	2658
5524	2774
5524	2785
5524	2851
5524	2925
5524	2940
5524	3000
5524	3015
5524	3084
5524	3089
5524	3238
5524	3291
5524	3293
5524	3310
5524	3334
5524	3346
5524	3381
5524	3459
5524	3498
5524	3586
5524	3631
5524	3634
5524	3726
5524	3752
5524	3792
5524	3803
5524	3809
5524	3830
5524	3842
5524	3873
5524	3885
5524	3897
5524	3919
5524	3962
5524	4037
5524	4065
5524	4071
5524	4099
5524	4134
5524	4191
5524	4310
5524	4341
5524	4361
5524	4432
5524	4435
5524	4483
5524	4488
5524	4507
5524	4536
5524	4604
5524	4632
5524	4666
5524	4689
5524	4709
5524	4712
5524	4713
5524	4715
5524	4717
5524	4748
5524	4764
5524	4781
5524	4798
5524	4828
