5479	5233
5479	5454
5479	5529
5479	5543
5479	5582
5479	5683
5479	5693
5479	5773
5479	5863
5479	5886
5479	6560
5479	6832
5479	6948
5479	7620
5479	7632
5479	7809
5479	8134
5482	737
5482	840
5482	2831
5482	4600
5482	4653
5482	5189
5482	5445
5482	5828
5482	5850
5482	6229
5482	6790
5482	8212
5483	4600
5484	15
5484	737
5484	3089
5484	3459
5484	3586
5484	3755
5484	4041
5484	4099
5484	4310
5484	4600
5484	4653
5484	4781
5484	4980
5484	5020
5484	5178
5484	5459
5484	5563
5484	5780
5484	6044
5484	6124
5484	6790
5484	7092
5485	1159
5485	1473
5485	1548
5485	3238
5485	4037
5485	4099
5485	4310
5485	4600
5485	5022
5485	5176
5485	5178
5485	5484
5485	5539
5485	5673
5485	5886
5485	6044
5485	6784
5485	6914
5485	7092
5485	7386
5485	8296
5486	4600
5487	15
5487	1026
5487	2001
5487	2535
5487	2764
5487	2831
5487	3393
5487	3873
5487	4071
5487	4335
5487	4435
5487	4600
5487	4666
5487	4846
5487	4981
5487	5079
5487	5262
5487	5445
5487	5500
5487	5545
5487	5569
5487	5570
5487	5683
5487	5994
5487	6161
5487	6166
5487	6246
5487	6914
5487	7839
5487	7924
5488	4600
5489	1473
5489	4071
5489	4600
5489	5780
5489	5812
5489	6833
5489	6869
5489	7092
5489	7115
5489	7553
5489	7890
5489	8051
5490	4600
5491	4600
5494	4977
5495	2001
5495	4191
5495	4977
5495	5737
5496	4977
5462	737
5462	1548
5462	1733
5462	2398
5462	2552
5462	2831
5462	3456
5462	4631
5462	4977
5462	5484
5462	5511
5462	5513
5462	5545
5462	5559
5462	5563
5462	5592
5462	5620
5462	5780
5462	8296
5497	4977
5499	2398
5499	4666
5499	5452
5501	1548
5501	5452
5501	7478
5500	5452
5504	5301
5504	5506
5505	5506
5507	5509
5508	5509
5511	4335
5511	5693
5511	8198
5510	5511
5512	3456
5512	5511
5515	72
5515	737
5515	2398
5515	4098
5515	4191
5515	4666
5515	5650
5516	4191
5516	5285
5517	4191
5518	4191
5519	4191
5520	3643
5520	4191
5521	737
5521	3456
5521	4191
5522	4191
5523	4191
5524	155
5524	840
5524	896
5524	967
5524	1026
5524	1191
5524	1403
5524	1498
5524	1549
5524	1972
5524	1982
5524	2160
5524	2273
5524	2433
5524	2440
5524	2565
5524	2658
5524	2774
5524	2785
5524	2851
5524	2925
5524	2940
5524	3000
5524	3015
5524	3084
5524	3089
5524	3238
5524	3291
5524	3293
5524	3310
5524	3334
5524	3346
5524	3381
5524	3459
5524	3498
5524	3586
5524	3631
5524	3634
5524	3726
5524	3752
5524	3792
5524	3803
5524	3809
5524	3830
5524	3842
5524	3873
5524	3885
5524	3897
5524	3919
5524	3962
5524	4037
5524	4065
5524	4071
5524	4099
5524	4134
5524	4191
5524	4310
5524	4341
5524	4361
5524	4432
5524	4435
5524	4483
5524	4488
5524	4507
5524	4536
5524	4604
5524	4632
5524	4666
5524	4689
5524	4709
5524	4712
5524	4713
5524	4715
5524	4717
5524	4748
5524	4764
5524	4781
5524	4798
5524	4828
5524	4875
5524	4944
5524	4980
5524	4981
5524	4983
5524	4994
5524	5002
5524	5012
5524	5020
5524	5022
5524	5028
5524	5037
5524	5079
5524	5096
5524	5121
5524	5140
5524	5148
5524	5178
5524	5179
5524	5188
5524	5199
5524	5200
5524	5210
5524	5233
5524	5246
5524	5254
5524	5262
5524	5273
5524	5288
5524	5289
5524	5295
5524	5301
5524	5335
5524	5378
5524	5384
5524	5393
5524	5404
5524	5406
5524	5423
5524	5439
5524	5459
5524	5465
5524	5466
5524	5479
5524	5484
5524	5500
5524	5527
5524	5529
5524	5543
5524	5563
5524	5582
5524	5584
5524	5596
5524	5605
5524	5614
5524	5626
5524	5671
5524	5684
5524	5697
5524	5714
5524	5739
5524	5760
5524	5773
5524	5776
5524	5800
5524	5802
5524	5804
5524	5811
5524	5812
5524	5814
5524	5818
5524	5819
5524	5822
5524	5827
5524	5829
5524	5835
5524	5839
5524	5871
5524	5872
5524	5886
5524	5897
5524	5902
5524	5922
5524	5932
5524	5933
5524	5947
5524	5998
5524	6001
5524	6004
5524	6006
5524	6032
5524	6043
5524	6044
5524	6078
5524	6097
5524	6098
5524	6111
5524	6123
5524	6124
5524	6151
5524	6156
5524	6162
5524	6166
5524	6170
5524	6174
5524	6221
5524	6227
5524	6241
5524	6243
5524	6251
5524	6270
5524	6272
5524	6296
5524	6299
5524	6305
5524	6306
5524	6320
5524	6327
5524	6328
5524	6330
5524	6337
5524	6347
5524	6388
5524	6407
5524	6414
5524	6417
5524	6422
5524	6437
5524	6441
5524	6458
5524	7809
5524	7810
5524	7833
5524	7835
5524	7839
5524	7855
5524	7860
5524	7862
5524	7871
